599616159725413578,-5,-12,-999,0,0
599616159901929680,3,157,-1014,0,0
599616160078445792,-41,30,-1081,89,0
599616160254961904,105,191,-994,89,0
599616160431508544,97,173,-948,89,0
599616160608024646,91,119,-924,89,0
599616160784418682,217,119,-1014,89,0
599616160960904270,231,56,-1017,89,0
599616161137450920,186,91,-937,89,0
599616161313997550,165,180,-941,89,0
599616161490574672,-34,77,-920,89,0
599616161667060272,-47,148,-1002,89,0
599616161843545866,-46,147,-966,89,0
599616162020031460,38,167,-916,89,0
599616162196578110,108,49,-1204,89,0
599616162373124740,109,53,-919,89,0
599616162549640842,96,78,-922,89,0
599616162726340050,70,169,-1009,89,0
599616162902886702,32,-95,-768,89,0
599616163079463824,-55,-13,-943,89,0
599616163256010480,6,-39,-998,89,0
599616163432526582,-9,-25,-932,89,0
599616163609012166,110,160,-1012,89,0
599616163785528288,118,134,-979,89,0
599616163962044400,99,174,-971,89,0
599616164138468964,104,187,-1010,88,0
599616164314924014,91,231,-1142,88,0
599616164491409618,-117,192,-953,88,0
599616164667956268,-114,185,-886,88,0
599616164844472370,-37,319,-1016,88,0
599616165021049502,-45,194,-1204,89,0
599616165197626650,96,21,-834,89,0
599616165374203798,127,72,-910,89,0
599616165550719926,104,162,-917,89,0
599616165727449662,-2,80,-1143,89,0
599616165904148872,91,-23,-834,89,0
599616166080909148,-5,42,-974,89,0
599616166257638876,173,-22,-989,89,0
599616166434399142,471,-27,-910,89,0
599616166611037322,426,-36,-883,89,0
599616166787583958,381,-11,-978,89,0
599616166964069532,371,9,-939,89,0
599616167140616182,322,73,-908,94,0
599616167317223832,269,92,-918,94,0
599616167493800970,229,86,-964,94,0
599616167670347626,216,78,-981,94,0
599616167846955276,215,76,-971,94,0
599616168023562942,212,65,-997,96,0
599616168200140080,322,33,-906,96,0
599616168376686736,425,56,-1001,96,0
599616168553233366,304,41,-911,96,0
599616168729841016,257,37,-951,96,0
599616168906479210,356,83,-981,96,0
599616169083086866,348,67,-907,98,0
