599616142175885088,102,14,-972,95,35
599616142352462210,-5,56,-917,95,35
599616142529039358,-68,77,-1016,95,35
599616142705586014,-132,62,-998,95,35
599616142882071588,-127,67,-977,95,35
599616143058465634,-200,55,-1015,91,35
599616143234920694,-233,100,-978,91,35
599616143411467354,-135,132,-1043,91,35
599616143588013984,-37,62,-993,91,35
599616143764530086,224,67,-970,91,35
599616143941168274,202,107,-1006,91,35
599616144117714910,204,151,-1003,89,35
599616144294200484,82,162,-946,89,35
599616144470777626,-464,-79,-1016,89,35
599616144647354774,-261,-17,-653,89,35
599616144823901430,-198,-63,-782,89,35
599616145000478552,-270,-273,-1071,89,35
599616145176994680,-302,-290,-1060,88,35
599616145353541320,-391,-297,-1010,88,35
599616145530148970,-390,-315,-861,88,35
599616145706695616,-392,-345,-909,88,35
599616145883272738,-382,-346,-897,88,35
599616146059788866,-405,-391,-868,89,35
599616146236335506,-389,-360,-883,89,35
599616146412790552,-389,-384,-894,89,35
599616146589306684,-396,-379,-899,89,35
599616146765853324,-354,-381,-896,89,35
599616146942430446,-349,-372,-900,89,35
599616147118977102,-347,-364,-894,91,35
599616147295462676,-344,-381,-899,91,35
599616147472009326,-342,-420,-891,91,35
599616147648494900,-346,-418,-903,91,35
599616147825041550,-362,-436,-880,91,35
599616148001557652,-357,-445,-904,95,35
599616148178073764,-389,-461,-1016,95,35
599616148354528820,-259,-379,-955,95,35
599616148531014424,-23,-276,-810,95,35
599616148707469490,156,-162,-927,95,35
599616148883985622,-9,57,-933,95,35
599616149060654302,-215,150,-1079,99,35
599616149237353532,-33,96,-905,99,35
599616149413991732,-87,86,-981,99,35
599616149590599388,-137,125,-971,99,35
599616149767329130,-25,157,-1034,99,35
599616149943814716,230,186,-948,99,35
599616150120361366,133,152,-948,101,35
599616150296877468,59,152,-981,101,35
599616150473393580,41,161,-993,101,35
599616150649879164,-61,125,-1098,101,35
599616150826334230,-119,59,-1032,101,35
599616151002850362,-239,30,-976,101,35
599616151179397002,-253,-4,-902,101,35
599616151355913104,-240,-43,-1060,101,35
599616151532368160,275,113,-1147,101,35
599616151708853764,87,-9,-829,101,35
599616151885308830,197,-44,-916,101,35
599616152061794434,-134,-82,-1125,98,35
599616152238249500,-253,-158,-1009,98,35
599616152414765632,-169,-254,-963,98,35
599616152591220688,95,-213,-813,98,35
599616152767767348,112,-354,-482,98,35
599616152944344470,-102,-838,-774,98,35
599616153120799542,-102,-1275,-600,94,35
599616153297315674,-63,-1426,-515,94,35
599616153473770730,-20,-747,-730,94,35
599616153650225806,-30,-733,-572,94,35
599616153826711410,-16,-540,-55,94,35
599616154003227532,-3,-1324,-1115,94,35
599616154179743644,-117,-1216,-1082,94,35
599616154356259756,20,-196,-524,94,35
599616154532714812,-107,747,-837,94,36
599616154709200416,106,186,-907,94,36
599616154885563934,-34,203,-897,94,36
599616155061957984,-64,272,-675,95,36
599616155238321496,-55,-36,-670,95,36
599616155414685018,-75,-1030,-945,95,36
599616155591079068,-144,-1463,-1417,95,36
599616155767534128,-6,-1210,-874,95,36
599616155943989204,94,106,118,95,36
599616156120505336,55,825,-904,96,37
599616156297021448,-67,148,-995,96,37
599616156473537560,-15,177,-902,96,37
599616156650023144,-11,367,-581,96,37
599616156826539266,-234,14,-767,96,37
